Cabinas,T Total,Tasa Llegada,Tasa Servicio,T promedio espera,Autos atendidos,Ocupación promedio (%)
2,500,0.25,0.25,5.5637449231557055,108,50.0
2,500,0.25,0.25,7.900513800734458,133,49.626865671641795
2,500,0.25,0.25,5.06186407587829,113,48.706896551724135
2,500,0.25,0.25,4.836902692984084,115,49.14529914529914
2,500,0.25,0.25,6.024451195232485,110,48.24561403508772
2,500,0.25,0.33,3.5732586226307905,125,49.60317460317461
2,500,0.25,0.33,4.146673835495161,117,49.57627118644068
2,500,0.25,0.33,4.186859096415471,120,49.18032786885246
2,500,0.25,0.33,4.37379473525638,114,49.565217391304344
2,500,0.25,0.33,3.8558914265809747,128,49.61240310077519
2,500,0.25,0.33,3.5277190616514984,131,49.621212121212125
2,500,0.25,0.33,3.7241542221929658,140,48.95104895104895
2,500,0.25,0.33,3.4764459869630504,131,49.24812030075188
2,500,0.25,0.33,3.2308969463099055,112,50.0
2,500,0.25,0.33,2.8550101514990103,130,49.61832061068702
3,500,0.2,0.25,4.003501773795271,98,32.666666666666664
3,500,0.2,0.25,4.412412631871269,89,32.6007326007326
3,500,0.2,0.25,4.269794703518262,102,33.00970873786408
3,500,0.2,0.25,4.6691078569341995,102,33.009708737864074
3,500,0.2,0.25,3.5777303114151437,98,32.996632996633
3,500,0.2,0.25,3.67256840521264,88,32.958801498127336
3,500,0.2,0.25,3.9757345088550897,100,33.003300330033
3,500,0.2,0.25,4.146466940838157,98,32.34323432343235
3,500,0.2,0.25,4.614286839120218,117,33.05084745762712
3,500,0.2,0.25,3.8547598399812286,83,32.93650793650794
3,500,0.2,0.33,3.5446982447711166,86,32.95019157088123
3,500,0.2,0.33,2.8359105040741546,94,33.333333333333336
3,500,0.2,0.33,3.275708873506684,123,33.064516129032256
3,500,0.2,0.33,2.658752574842178,98,32.996632996633
3,500,0.2,0.33,3.6004893320406772,93,32.63157894736842
3,500,0.2,0.33,2.900173646955331,103,32.698412698412696
3,500,0.2,0.33,2.9201375128392426,83,32.93650793650793
3,500,0.2,0.33,2.6400270578240996,88,32.95880149812734
3,500,0.2,0.33,3.2990144067266036,94,32.982456140350884
3,500,0.2,0.33,3.1835584087996245,106,33.333333333333336
3,500,0.25,0.25,3.6329283966403403,125,33.33333333333333
3,500,0.25,0.25,3.966570273382501,121,33.060109289617486
3,500,0.25,0.25,4.859417788152202,114,33.04347826086957
3,500,0.25,0.25,4.612586023180669,147,33.108108108108105
3,500,0.25,0.25,3.886170870357244,143,33.10185185185185
3,500,0.25,0.25,4.262175177767293,115,33.04597701149425
3,500,0.25,0.25,5.032885653412652,135,32.37410071942446
3,500,0.25,0.25,4.450907787538926,110,33.03303303303303
3,500,0.25,0.25,3.9428401134496216,123,33.064516129032256
3,500,0.25,0.25,4.342143687928932,129,33.07692307692307
3,500,0.25,0.33,3.1715340023558776,132,33.333333333333336
3,500,0.25,0.33,3.3207263251808055,120,33.333333333333336
3,500,0.25,0.33,3.5234284991541016,135,33.088235294117645
3,500,0.25,0.33,3.2943273950960803,126,33.07086614173228
3,500,0.25,0.33,3.325149195669071,128,32.820512820512825
3,500,0.25,0.33,3.3905005115990323,145,33.10502283105023
3,500,0.25,0.33,3.488942313624367,139,33.333333333333336
3,500,0.25,0.33,2.757940782924743,119,33.05555555555556
3,500,0.25,0.33,2.7231822291034193,164,33.13131313131313
3,500,0.25,0.33,3.148155835822627,128,33.0749354005168
4,500,0.2,0.25,3.962010102882177,103,24.759615384615383
4,500,0.2,0.25,3.485743595483409,106,24.766355140186914
4,500,0.2,0.25,3.7886532820117096,103,24.759615384615383
4,500,0.2,0.25,4.052553256670168,115,24.364406779661017
4,500,0.2,0.25,4.291265867071618,108,24.77064220183486
4,500,0.2,0.25,3.661114419952223,109,24.772727272727273
4,500,0.2,0.25,3.6379744063429067,101,24.754901960784313
4,500,0.2,0.25,3.9054686243115686,102,24.757281553398055
4,500,0.2,0.25,3.9697184954079843,80,24.691358024691358
4,500,0.2,0.25,4.5418851652332055,104,24.761904761904763
4,500,0.2,0.33,3.311994486226528,98,24.747474747474747
4,500,0.2,0.33,3.0464926329352306,88,24.444444444444446
4,500,0.2,0.33,3.1534249345712118,93,25.0
4,500,0.2,0.33,3.2789873945436843,94,24.73684210526316
4,500,0.2,0.33,3.134260732530705,108,24.77064220183486
4,500,0.2,0.33,3.3164842576835634,99,24.504950495049503
4,500,0.2,0.33,2.9450998602965286,112,24.778761061946902
4,500,0.2,0.33,3.072713688123364,73,24.662162162162165
4,500,0.2,0.33,2.910655733349504,92,24.731182795698924
4,500,0.2,0.33,2.704424827789088,99,24.75
4,500,0.25,0.25,3.8000703082635323,115,24.572649572649574
4,500,0.25,0.25,3.344393287961928,127,24.8046875
4,500,0.25,0.25,4.579887620972318,132,24.812030075187966
4,500,0.25,0.25,4.07075069621138,145,24.828767123287673
4,500,0.25,0.25,3.7166806933304044,125,25.0
4,500,0.25,0.25,3.8805888680934597,139,24.471830985915492
4,500,0.25,0.25,3.9800672173051685,121,24.59349593495935
4,500,0.25,0.25,3.6581889350500125,128,24.8062015503876
4,500,0.25,0.25,3.646914022299942,113,24.145299145299145
4,500,0.25,0.25,3.2484555298202324,125,24.606299212598426
4,500,0.25,0.33,3.426483788308756,109,24.54954954954955
4,500,0.25,0.33,2.8878525689859518,104,24.761904761904763
4,500,0.25,0.33,3.0980721480759574,139,24.999999999999996
4,500,0.25,0.33,3.2238213386445773,124,24.999999999999996
4,500,0.25,0.33,3.118524132204684,151,24.354838709677416
4,500,0.25,0.33,3.7246728691995865,131,24.81060606060606
4,500,0.25,0.33,2.927107401575329,118,24.789915966386555
4,500,0.25,0.33,3.323527680884881,120,24.793388429752067
4,500,0.25,0.33,2.851346372404785,127,24.236641221374047
4,500,0.25,0.33,3.2477793651796243,107,24.999999999999996
